district,ps,reg_year,reg_month,count
AGRA,JAGNER,2018,4,35
AGRA,JAGNER,2018,5,21
AGRA,JAGNER,2018,6,48
AGRA,JAGNER,2018,7,19
AGRA,JAGNER,2018,8,38
AGRA,JAGNER,2018,9,23
AGRA,JAGNER,2018,10,20
AGRA,JAGNER,2018,11,20
AGRA,JAGNER,2018,12,12
AGRA,JAITPUR,2016,1,4
AGRA,JAITPUR,2016,2,6
AGRA,JAITPUR,2016,3,5
AGRA,JAITPUR,2016,4,8
AGRA,JAITPUR,2016,5,10
AGRA,JAITPUR,2016,6,5
AGRA,JAITPUR,2016,7,10
AGRA,JAITPUR,2016,8,9
AGRA,JAITPUR,2016,9,9
AGRA,JAITPUR,2016,10,11
AGRA,JAITPUR,2016,11,8
AGRA,JAITPUR,2016,12,5
AGRA,JAITPUR,2017,1,9
AGRA,JAITPUR,2017,2,0
AGRA,JAITPUR,2017,3,5
AGRA,JAITPUR,2017,4,13
AGRA,JAITPUR,2017,5,4
AGRA,JAITPUR,2017,6,10
AGRA,JAITPUR,2017,7,7
AGRA,JAITPUR,2017,8,5
AGRA,JAITPUR,2017,9,9
AGRA,JAITPUR,2017,10,9
AGRA,JAITPUR,2017,11,7
AGRA,JAITPUR,2017,12,11
AGRA,JAITPUR,2018,1,24
AGRA,JAITPUR,2018,2,4
AGRA,JAITPUR,2018,3,7
AGRA,JAITPUR,2018,4,4
AGRA,JAITPUR,2018,5,11
AGRA,JAITPUR,2018,6,5
AGRA,JAITPUR,2018,7,10
AGRA,JAITPUR,2018,8,11
AGRA,JAITPUR,2018,9,10
AGRA,JAITPUR,2018,10,3
AGRA,JAITPUR,2018,11,5
AGRA,JAITPUR,2018,12,8
AGRA,KAGARAUL,2016,1,11
AGRA,KAGARAUL,2016,2,18
AGRA,KAGARAUL,2016,3,19
AGRA,KAGARAUL,2016,4,13
AGRA,KAGARAUL,2016,5,17
AGRA,KAGARAUL,2016,6,12
AGRA,KAGARAUL,2016,7,16
AGRA,KAGARAUL,2016,8,20
AGRA,KAGARAUL,2016,9,8
AGRA,KAGARAUL,2016,10,13
AGRA,KAGARAUL,2016,11,13
AGRA,KAGARAUL,2016,12,18
AGRA,KAGARAUL,2017,1,21
AGRA,KAGARAUL,2017,2,30
AGRA,KAGARAUL,2017,3,16
AGRA,KAGARAUL,2017,4,22
AGRA,KAGARAUL,2017,5,14
AGRA,KAGARAUL,2017,6,9
AGRA,KAGARAUL,2017,7,25
AGRA,KAGARAUL,2017,8,40
AGRA,KAGARAUL,2017,9,16
AGRA,KAGARAUL,2017,10,22
AGRA,KAGARAUL,2017,11,19
AGRA,KAGARAUL,2017,12,15
AGRA,KAGARAUL,2018,1,7
AGRA,KAGARAUL,2018,2,58
AGRA,KAGARAUL,2018,3,27
AGRA,KAGARAUL,2018,4,33
AGRA,KAGARAUL,2018,5,15
AGRA,KAGARAUL,2018,6,15
AGRA,KAGARAUL,2018,7,9
AGRA,KAGARAUL,2018,8,30
AGRA,KAGARAUL,2018,9,15
AGRA,KAGARAUL,2018,10,34
AGRA,KAGARAUL,2018,11,24
AGRA,KAGARAUL,2018,12,21
AGRA,KHANDAULI,2016,1,26
AGRA,KHANDAULI,2016,2,20
AGRA,KHANDAULI,2016,3,11
AGRA,KHANDAULI,2016,4,37
AGRA,KHANDAULI,2016,5,42
AGRA,KHANDAULI,2016,6,33
AGRA,KHANDAULI,2016,7,24
AGRA,KHANDAULI,2016,8,27
AGRA,KHANDAULI,2016,9,31
AGRA,KHANDAULI,2016,10,24
AGRA,KHANDAULI,2016,11,23
AGRA,KHANDAULI,2016,12,31
AGRA,KHANDAULI,2017,1,25
AGRA,KHANDAULI,2017,2,25
AGRA,KHANDAULI,2017,3,21
AGRA,KHANDAULI,2017,4,38
AGRA,KHANDAULI,2017,5,15
AGRA,KHANDAULI,2017,6,36
AGRA,KHANDAULI,2017,7,32
AGRA,KHANDAULI,2017,8,50
AGRA,KHANDAULI,2017,9,42
AGRA,KHANDAULI,2017,10,54
AGRA,KHANDAULI,2017,11,52
AGRA,KHANDAULI,2017,12,94
AGRA,KHANDAULI,2018,1,57
AGRA,KHANDAULI,2018,2,160
AGRA,KHANDAULI,2018,3,51
AGRA,KHANDAULI,2018,4,36
AGRA,KHANDAULI,2018,5,60
AGRA,KHANDAULI,2018,6,50
AGRA,KHANDAULI,2018,7,82
AGRA,KHANDAULI,2018,8,38
AGRA,KHANDAULI,2018,9,60
AGRA,KHANDAULI,2018,10,107
AGRA,KHANDAULI,2018,11,62
AGRA,KHANDAULI,2018,12,38
AGRA,KHERA RATHORE,2016,1,1
AGRA,KHERA RATHORE,2016,2,10
AGRA,KHERA RATHORE,2016,3,2
AGRA,KHERA RATHORE,2016,4,1
AGRA,KHERA RATHORE,2016,5,1
AGRA,KHERA RATHORE,2016,6,1
AGRA,KHERA RATHORE,2016,7,2
AGRA,KHERA RATHORE,2016,8,6
AGRA,KHERA RATHORE,2016,9,3
AGRA,KHERA RATHORE,2016,10,7
AGRA,KHERA RATHORE,2016,11,1
AGRA,KHERA RATHORE,2016,12,2
AGRA,KHERA RATHORE,2017,1,5
AGRA,KHERA RATHORE,2017,2,0
AGRA,KHERA RATHORE,2017,3,9
AGRA,KHERA RATHORE,2017,4,2
AGRA,KHERA RATHORE,2017,5,8
AGRA,KHERA RATHORE,2017,6,0
AGRA,KHERA RATHORE,2017,7,0
AGRA,KHERA RATHORE,2017,8,5
AGRA,KHERA RATHORE,2017,9,1
AGRA,KHERA RATHORE,2017,10,1
AGRA,KHERA RATHORE,2017,11,2
AGRA,KHERA RATHORE,2017,12,1
AGRA,KHERA RATHORE,2018,1,10
AGRA,KHERA RATHORE,2018,2,1
AGRA,KHERA RATHORE,2018,3,5
AGRA,KHERA RATHORE,2018,4,0
AGRA,KHERA RATHORE,2018,5,8
AGRA,KHERA RATHORE,2018,6,4
AGRA,KHERA RATHORE,2018,7,2
AGRA,KHERA RATHORE,2018,8,9
AGRA,KHERA RATHORE,2018,9,3
AGRA,KHERA RATHORE,2018,10,0
AGRA,KHERA RATHORE,2018,11,4
AGRA,KHERA RATHORE,2018,12,8
AGRA,KHERAGARH,2016,1,49
AGRA,KHERAGARH,2016,2,17
AGRA,KHERAGARH,2016,3,22
AGRA,KHERAGARH,2016,4,27
AGRA,KHERAGARH,2016,5,27
AGRA,KHERAGARH,2016,6,46
AGRA,KHERAGARH,2016,7,21
AGRA,KHERAGARH,2016,8,47
AGRA,KHERAGARH,2016,9,41
AGRA,KHERAGARH,2016,10,30
AGRA,KHERAGARH,2016,11,16
AGRA,KHERAGARH,2016,12,14
AGRA,KHERAGARH,2017,1,20
AGRA,KHERAGARH,2017,2,5
AGRA,KHERAGARH,2017,3,16
AGRA,KHERAGARH,2017,4,17
AGRA,KHERAGARH,2017,5,18
AGRA,KHERAGARH,2017,6,22
AGRA,KHERAGARH,2017,7,19
AGRA,KHERAGARH,2017,8,18
AGRA,KHERAGARH,2017,9,27
AGRA,KHERAGARH,2017,10,11
AGRA,KHERAGARH,2017,11,14
AGRA,KHERAGARH,2017,12,23
AGRA,KHERAGARH,2018,1,40
AGRA,KHERAGARH,2018,2,83
AGRA,KHERAGARH,2018,3,82
AGRA,KHERAGARH,2018,4,17
AGRA,KHERAGARH,2018,5,26
AGRA,KHERAGARH,2018,6,32
AGRA,KHERAGARH,2018,7,69
AGRA,KHERAGARH,2018,8,27
AGRA,KHERAGARH,2018,9,22
AGRA,KHERAGARH,2018,10,28
AGRA,KHERAGARH,2018,11,27
AGRA,KHERAGARH,2018,12,12
AGRA,KOTWALI,2016,1,12
AGRA,KOTWALI,2016,2,18
AGRA,KOTWALI,2016,3,8
AGRA,KOTWALI,2016,4,4
AGRA,KOTWALI,2016,5,5
AGRA,KOTWALI,2016,6,12
AGRA,KOTWALI,2016,7,7
AGRA,KOTWALI,2016,8,6
AGRA,KOTWALI,2016,9,8
AGRA,KOTWALI,2016,10,8
AGRA,KOTWALI,2016,11,7
AGRA,KOTWALI,2016,12,12
AGRA,KOTWALI,2017,1,9
AGRA,KOTWALI,2017,2,12
AGRA,KOTWALI,2017,3,11
AGRA,KOTWALI,2017,4,10
AGRA,KOTWALI,2017,5,4
AGRA,KOTWALI,2017,6,5
AGRA,KOTWALI,2017,7,11
AGRA,KOTWALI,2017,8,7
AGRA,KOTWALI,2017,9,21
AGRA,KOTWALI,2017,10,15
AGRA,KOTWALI,2017,11,10
AGRA,KOTWALI,2017,12,17
AGRA,KOTWALI,2018,1,12
AGRA,KOTWALI,2018,2,6
AGRA,KOTWALI,2018,3,4
AGRA,KOTWALI,2018,4,15
AGRA,KOTWALI,2018,5,7
AGRA,KOTWALI,2018,6,6
AGRA,KOTWALI,2018,7,8
AGRA,KOTWALI,2018,8,9
AGRA,KOTWALI,2018,9,3
AGRA,KOTWALI,2018,10,8
AGRA,KOTWALI,2018,11,10
AGRA,KOTWALI,2018,12,11
AGRA,LOHAMANDI,2016,1,26
AGRA,LOHAMANDI,2016,2,22
AGRA,LOHAMANDI,2016,3,27
AGRA,LOHAMANDI,2016,4,31
AGRA,LOHAMANDI,2016,5,28
AGRA,LOHAMANDI,2016,6,17
AGRA,LOHAMANDI,2016,7,54
AGRA,LOHAMANDI,2016,8,36
AGRA,LOHAMANDI,2016,9,25
AGRA,LOHAMANDI,2016,10,36
AGRA,LOHAMANDI,2016,11,19
AGRA,LOHAMANDI,2016,12,17
AGRA,LOHAMANDI,2017,1,16
AGRA,LOHAMANDI,2017,2,11
AGRA,LOHAMANDI,2017,3,26
AGRA,LOHAMANDI,2017,4,18
AGRA,LOHAMANDI,2017,5,30
AGRA,LOHAMANDI,2017,6,23
AGRA,LOHAMANDI,2017,7,30
AGRA,LOHAMANDI,2017,8,34
AGRA,LOHAMANDI,2017,9,30
AGRA,LOHAMANDI,2017,10,26
AGRA,LOHAMANDI,2017,11,13
AGRA,LOHAMANDI,2017,12,23
AGRA,LOHAMANDI,2018,1,19
AGRA,LOHAMANDI,2018,2,16
AGRA,LOHAMANDI,2018,3,41
AGRA,LOHAMANDI,2018,4,39
AGRA,LOHAMANDI,2018,5,30
AGRA,LOHAMANDI,2018,6,46
AGRA,LOHAMANDI,2018,7,35
AGRA,LOHAMANDI,2018,8,39
AGRA,LOHAMANDI,2018,9,34
AGRA,LOHAMANDI,2018,10,33
AGRA,LOHAMANDI,2018,11,33
AGRA,LOHAMANDI,2018,12,37
AGRA,MADAN MOHAN GATE,2016,1,10
AGRA,MADAN MOHAN GATE,2016,2,6
AGRA,MADAN MOHAN GATE,2016,3,8
AGRA,MADAN MOHAN GATE,2016,4,10
AGRA,MADAN MOHAN GATE,2016,5,13
AGRA,MADAN MOHAN GATE,2016,6,11
AGRA,MADAN MOHAN GATE,2016,7,10
AGRA,MADAN MOHAN GATE,2016,8,4
AGRA,MADAN MOHAN GATE,2016,9,7
AGRA,MADAN MOHAN GATE,2016,10,7
AGRA,MADAN MOHAN GATE,2016,11,5
AGRA,MADAN MOHAN GATE,2016,12,3
AGRA,MADAN MOHAN GATE,2017,1,10
AGRA,MADAN MOHAN GATE,2017,2,13
AGRA,MADAN MOHAN GATE,2017,3,6
AGRA,MADAN MOHAN GATE,2017,4,9
AGRA,MADAN MOHAN GATE,2017,5,12
AGRA,MADAN MOHAN GATE,2017,6,4
AGRA,MADAN MOHAN GATE,2017,7,3
AGRA,MADAN MOHAN GATE,2017,8,5
AGRA,MADAN MOHAN GATE,2017,9,4
AGRA,MADAN MOHAN GATE,2017,10,11
AGRA,MADAN MOHAN GATE,2017,11,3
AGRA,MADAN MOHAN GATE,2017,12,6
AGRA,MADAN MOHAN GATE,2018,1,11
AGRA,MADAN MOHAN GATE,2018,2,4
AGRA,MADAN MOHAN GATE,2018,3,5
AGRA,MADAN MOHAN GATE,2018,4,4
AGRA,MADAN MOHAN GATE,2018,5,11
AGRA,MADAN MOHAN GATE,2018,6,9
AGRA,MADAN MOHAN GATE,2018,7,6
AGRA,MADAN MOHAN GATE,2018,8,10
AGRA,MADAN MOHAN GATE,2018,9,5
AGRA,MADAN MOHAN GATE,2018,10,6
AGRA,MADAN MOHAN GATE,2018,11,2
AGRA,MADAN MOHAN GATE,2018,12,3
AGRA,MAHILA THANA,2016,1,28
AGRA,MAHILA THANA,2016,2,25
AGRA,MAHILA THANA,2016,3,13
AGRA,MAHILA THANA,2016,4,25
AGRA,MAHILA THANA,2016,5,27
AGRA,MAHILA THANA,2016,6,43
AGRA,MAHILA THANA,2016,7,42
AGRA,MAHILA THANA,2016,8,34
AGRA,MAHILA THANA,2016,9,42
AGRA,MAHILA THANA,2016,10,43
AGRA,MAHILA THANA,2016,11,31
AGRA,MAHILA THANA,2016,12,37
AGRA,MAHILA THANA,2017,1,20
AGRA,MAHILA THANA,2017,2,11
AGRA,MAHILA THANA,2017,3,26
AGRA,MAHILA THANA,2017,4,30
AGRA,MAHILA THANA,2017,5,21
AGRA,MAHILA THANA,2017,6,21
AGRA,MAHILA THANA,2017,7,20
AGRA,MAHILA THANA,2017,8,17
AGRA,MAHILA THANA,2017,9,10
AGRA,MAHILA THANA,2017,10,18
AGRA,MAHILA THANA,2017,11,15
AGRA,MAHILA THANA,2017,12,22
AGRA,MAHILA THANA,2018,1,11
AGRA,MAHILA THANA,2018,2,14
AGRA,MAHILA THANA,2018,3,16
AGRA,MAHILA THANA,2018,4,7
AGRA,MAHILA THANA,2018,5,20
AGRA,MAHILA THANA,2018,6,33
AGRA,MAHILA THANA,2018,7,28
AGRA,MAHILA THANA,2018,8,28
AGRA,MAHILA THANA,2018,9,23
AGRA,MAHILA THANA,2018,10,19
AGRA,MAHILA THANA,2018,11,24
AGRA,MAHILA THANA,2018,12,28
AGRA,MALPURA,2016,1,35
AGRA,MALPURA,2016,2,49
AGRA,MALPURA,2016,3,39
AGRA,MALPURA,2016,4,33
AGRA,MALPURA,2016,5,74
AGRA,MALPURA,2016,6,131
AGRA,MALPURA,2016,7,57
AGRA,MALPURA,2016,8,43
AGRA,MALPURA,2016,9,70
AGRA,MALPURA,2016,10,50
AGRA,MALPURA,2016,11,34
AGRA,MALPURA,2016,12,67
AGRA,MALPURA,2017,1,54
AGRA,MALPURA,2017,2,37
AGRA,MALPURA,2017,3,44
AGRA,MALPURA,2017,4,55
AGRA,MALPURA,2017,5,52
AGRA,MALPURA,2017,6,41
AGRA,MALPURA,2017,7,57
AGRA,MALPURA,2017,8,60
AGRA,MALPURA,2017,9,51
AGRA,MALPURA,2017,10,64
AGRA,MALPURA,2017,11,71
AGRA,MALPURA,2017,12,45
AGRA,MALPURA,2018,1,46
AGRA,MALPURA,2018,2,77
AGRA,MALPURA,2018,3,99
AGRA,MALPURA,2018,4,51
AGRA,MALPURA,2018,5,139
AGRA,MALPURA,2018,6,108
AGRA,MALPURA,2018,7,92
AGRA,MALPURA,2018,8,63
AGRA,MALPURA,2018,9,37
AGRA,MALPURA,2018,10,82
AGRA,MALPURA,2018,11,49
AGRA,MALPURA,2018,12,46
AGRA,MANSUKHPURA,2016,1,0
AGRA,MANSUKHPURA,2016,2,6
AGRA,MANSUKHPURA,2016,3,10
AGRA,MANSUKHPURA,2016,4,2
AGRA,MANSUKHPURA,2016,5,7
AGRA,MANSUKHPURA,2016,6,4
AGRA,MANSUKHPURA,2016,7,5
AGRA,MANSUKHPURA,2016,8,5
AGRA,MANSUKHPURA,2016,9,4
AGRA,MANSUKHPURA,2016,10,4
AGRA,MANSUKHPURA,2016,11,7
AGRA,MANSUKHPURA,2016,12,6
AGRA,MANSUKHPURA,2017,1,6
AGRA,MANSUKHPURA,2017,2,1
AGRA,MANSUKHPURA,2017,3,3
AGRA,MANSUKHPURA,2017,4,7
AGRA,MANSUKHPURA,2017,5,5
AGRA,MANSUKHPURA,2017,6,4
AGRA,MANSUKHPURA,2017,7,3
AGRA,MANSUKHPURA,2017,8,9
AGRA,MANSUKHPURA,2017,9,7
AGRA,MANSUKHPURA,2017,10,9
AGRA,MANSUKHPURA,2017,11,6
AGRA,MANSUKHPURA,2017,12,3
AGRA,MANSUKHPURA,2018,1,6
AGRA,MANSUKHPURA,2018,2,7
AGRA,MANSUKHPURA,2018,3,6
AGRA,MANSUKHPURA,2018,4,7
AGRA,MANSUKHPURA,2018,5,8
AGRA,MANSUKHPURA,2018,6,7
AGRA,MANSUKHPURA,2018,7,6
AGRA,MANSUKHPURA,2018,8,3
AGRA,MANSUKHPURA,2018,9,1
AGRA,MANSUKHPURA,2018,10,6
AGRA,MANSUKHPURA,2018,11,4
AGRA,MANSUKHPURA,2018,12,5
AGRA,MANTOLA,2016,1,1
AGRA,MANTOLA,2016,2,5
AGRA,MANTOLA,2016,3,8
AGRA,MANTOLA,2016,4,4
AGRA,MANTOLA,2016,5,22
AGRA,MANTOLA,2016,6,9
AGRA,MANTOLA,2016,7,20
AGRA,MANTOLA,2016,8,5
AGRA,MANTOLA,2016,9,1
AGRA,MANTOLA,2016,10,6
AGRA,MANTOLA,2016,11,13
AGRA,MANTOLA,2016,12,5
AGRA,MANTOLA,2017,1,5
AGRA,MANTOLA,2017,2,5
AGRA,MANTOLA,2017,3,6
AGRA,MANTOLA,2017,4,6
AGRA,MANTOLA,2017,5,3
AGRA,MANTOLA,2017,6,9
AGRA,MANTOLA,2017,7,14
AGRA,MANTOLA,2017,8,10
AGRA,MANTOLA,2017,9,15
AGRA,MANTOLA,2017,10,9
AGRA,MANTOLA,2017,11,11
AGRA,MANTOLA,2017,12,5
AGRA,MANTOLA,2018,1,8
AGRA,MANTOLA,2018,2,6
AGRA,MANTOLA,2018,3,14
AGRA,MANTOLA,2018,4,8
AGRA,MANTOLA,2018,5,11
AGRA,MANTOLA,2018,6,14
AGRA,MANTOLA,2018,7,10
AGRA,MANTOLA,2018,8,7
AGRA,MANTOLA,2018,9,6
AGRA,MANTOLA,2018,10,11
AGRA,MANTOLA,2018,11,4
AGRA,MANTOLA,2018,12,10
AGRA,NAI-KI-MANDI,2016,1,20
AGRA,NAI-KI-MANDI,2016,2,11
AGRA,NAI-KI-MANDI,2016,3,11
AGRA,NAI-KI-MANDI,2016,4,27
AGRA,NAI-KI-MANDI,2016,5,19
AGRA,NAI-KI-MANDI,2016,6,14
AGRA,NAI-KI-MANDI,2016,7,13
AGRA,NAI-KI-MANDI,2016,8,17
AGRA,NAI-KI-MANDI,2016,9,5
AGRA,NAI-KI-MANDI,2016,10,10
AGRA,NAI-KI-MANDI,2016,11,8
AGRA,NAI-KI-MANDI,2016,12,16
AGRA,NAI-KI-MANDI,2017,1,9
AGRA,NAI-KI-MANDI,2017,2,7
AGRA,NAI-KI-MANDI,2017,3,16
AGRA,NAI-KI-MANDI,2017,4,9
AGRA,NAI-KI-MANDI,2017,5,8
AGRA,NAI-KI-MANDI,2017,6,9
AGRA,NAI-KI-MANDI,2017,7,15
AGRA,NAI-KI-MANDI,2017,8,14
AGRA,NAI-KI-MANDI,2017,9,6
AGRA,NAI-KI-MANDI,2017,10,14
AGRA,NAI-KI-MANDI,2017,11,13
AGRA,NAI-KI-MANDI,2017,12,13
AGRA,NAI-KI-MANDI,2018,1,9
AGRA,NAI-KI-MANDI,2018,2,10
AGRA,NAI-KI-MANDI,2018,3,9
AGRA,NAI-KI-MANDI,2018,4,12
AGRA,NAI-KI-MANDI,2018,5,8
AGRA,NAI-KI-MANDI,2018,6,11
AGRA,NAI-KI-MANDI,2018,7,8
AGRA,NAI-KI-MANDI,2018,8,8
AGRA,NAI-KI-MANDI,2018,9,9
AGRA,NAI-KI-MANDI,2018,10,11
AGRA,NAI-KI-MANDI,2018,11,11
AGRA,NAI-KI-MANDI,2018,12,12
AGRA,NEW AGRA,2016,1,88
AGRA,NEW AGRA,2016,2,65
AGRA,NEW AGRA,2016,3,71
AGRA,NEW AGRA,2016,4,54
AGRA,NEW AGRA,2016,5,26
AGRA,NEW AGRA,2016,6,105
AGRA,NEW AGRA,2016,7,96
AGRA,NEW AGRA,2016,8,106
AGRA,NEW AGRA,2016,9,97
AGRA,NEW AGRA,2016,10,107
AGRA,NEW AGRA,2016,11,76
AGRA,NEW AGRA,2016,12,68
AGRA,NEW AGRA,2017,1,60
AGRA,NEW AGRA,2017,2,62
AGRA,NEW AGRA,2017,3,101
AGRA,NEW AGRA,2017,4,79
AGRA,NEW AGRA,2017,5,98
AGRA,NEW AGRA,2017,6,91
AGRA,NEW AGRA,2017,7,102
AGRA,NEW AGRA,2017,8,102
AGRA,NEW AGRA,2017,9,110
AGRA,NEW AGRA,2017,10,83
AGRA,NEW AGRA,2017,11,57
AGRA,NEW AGRA,2017,12,111
AGRA,NEW AGRA,2018,1,82
AGRA,NEW AGRA,2018,2,90
AGRA,NEW AGRA,2018,3,109
AGRA,NEW AGRA,2018,4,108
AGRA,NEW AGRA,2018,5,162
AGRA,NEW AGRA,2018,6,132
AGRA,NEW AGRA,2018,7,132
AGRA,NEW AGRA,2018,8,123
AGRA,NEW AGRA,2018,9,117
AGRA,NEW AGRA,2018,10,126
AGRA,NEW AGRA,2018,11,96
AGRA,NEW AGRA,2018,12,98
AGRA,NIBOHARA,2016,1,5
AGRA,NIBOHARA,2016,2,6
AGRA,NIBOHARA,2016,3,2
AGRA,NIBOHARA,2016,4,10
AGRA,NIBOHARA,2016,5,5
AGRA,NIBOHARA,2016,6,47
AGRA,NIBOHARA,2016,7,10
AGRA,NIBOHARA,2016,8,11
AGRA,NIBOHARA,2016,9,15
AGRA,NIBOHARA,2016,10,9
AGRA,NIBOHARA,2016,11,9
AGRA,NIBOHARA,2016,12,13
AGRA,NIBOHARA,2017,1,9
AGRA,NIBOHARA,2017,2,4
AGRA,NIBOHARA,2017,3,11
AGRA,NIBOHARA,2017,4,8
AGRA,NIBOHARA,2017,5,3
AGRA,NIBOHARA,2017,6,1
AGRA,NIBOHARA,2017,7,5
AGRA,NIBOHARA,2017,8,4
AGRA,NIBOHARA,2017,9,4
AGRA,NIBOHARA,2017,10,19
AGRA,NIBOHARA,2017,11,7
AGRA,NIBOHARA,2017,12,18
AGRA,NIBOHARA,2018,1,25
AGRA,NIBOHARA,2018,2,8
AGRA,NIBOHARA,2018,3,3
AGRA,NIBOHARA,2018,4,6
AGRA,NIBOHARA,2018,5,9
AGRA,NIBOHARA,2018,6,8
AGRA,NIBOHARA,2018,7,7
AGRA,NIBOHARA,2018,8,8
AGRA,NIBOHARA,2018,9,1
AGRA,NIBOHARA,2018,10,27
AGRA,NIBOHARA,2018,11,4
AGRA,NIBOHARA,2018,12,3
AGRA,PINAHAT,2016,1,7
AGRA,PINAHAT,2016,2,7
AGRA,PINAHAT,2016,3,7
AGRA,PINAHAT,2016,4,9
AGRA,PINAHAT,2016,5,30
AGRA,PINAHAT,2016,6,12
AGRA,PINAHAT,2016,7,10
AGRA,PINAHAT,2016,8,16
AGRA,PINAHAT,2016,9,14
AGRA,PINAHAT,2016,10,19
AGRA,PINAHAT,2016,11,5
AGRA,PINAHAT,2016,12,7
AGRA,PINAHAT,2017,1,11
AGRA,PINAHAT,2017,2,3
AGRA,PINAHAT,2017,3,11
AGRA,PINAHAT,2017,4,20
AGRA,PINAHAT,2017,5,18
AGRA,PINAHAT,2017,6,13
AGRA,PINAHAT,2017,7,14
AGRA,PINAHAT,2017,8,33
AGRA,PINAHAT,2017,9,21
AGRA,PINAHAT,2017,10,20
AGRA,PINAHAT,2017,11,21
AGRA,PINAHAT,2017,12,18
AGRA,PINAHAT,2018,1,17
AGRA,PINAHAT,2018,2,28
AGRA,PINAHAT,2018,3,16
AGRA,PINAHAT,2018,4,24
AGRA,PINAHAT,2018,5,24
AGRA,PINAHAT,2018,6,20
AGRA,PINAHAT,2018,7,23
AGRA,PINAHAT,2018,8,35
AGRA,PINAHAT,2018,9,19
AGRA,PINAHAT,2018,10,14
AGRA,PINAHAT,2018,11,19
AGRA,PINAHAT,2018,12,15
AGRA,PINDOURA,2016,1,0
AGRA,PINDOURA,2016,2,4
AGRA,PINDOURA,2016,3,0
AGRA,PINDOURA,2016,4,1
AGRA,PINDOURA,2016,5,0
AGRA,PINDOURA,2016,6,0
AGRA,PINDOURA,2016,7,0
AGRA,PINDOURA,2016,8,2
AGRA,PINDOURA,2016,9,1
AGRA,PINDOURA,2016,10,0
AGRA,PINDOURA,2016,11,0
AGRA,PINDOURA,2016,12,0
AGRA,PINDOURA,2017,1,2
AGRA,PINDOURA,2017,2,1
AGRA,PINDOURA,2017,3,2
AGRA,PINDOURA,2017,4,2
AGRA,PINDOURA,2017,5,3
AGRA,PINDOURA,2017,6,6
AGRA,PINDOURA,2017,7,7
AGRA,PINDOURA,2017,8,4
AGRA,PINDOURA,2017,9,4
AGRA,PINDOURA,2017,10,8
AGRA,PINDOURA,2017,11,4
AGRA,PINDOURA,2017,12,2
AGRA,PINDOURA,2018,1,1
AGRA,PINDOURA,2018,2,3
AGRA,PINDOURA,2018,3,5
AGRA,PINDOURA,2018,4,6
AGRA,PINDOURA,2018,5,8
AGRA,PINDOURA,2018,6,2
AGRA,PINDOURA,2018,7,5
AGRA,PINDOURA,2018,8,6
AGRA,PINDOURA,2018,9,4
AGRA,PINDOURA,2018,10,4
AGRA,PINDOURA,2018,11,6
AGRA,PINDOURA,2018,12,6
AGRA,RAKABGANJ,2016,1,25
AGRA,RAKABGANJ,2016,2,25
AGRA,RAKABGANJ,2016,3,23
AGRA,RAKABGANJ,2016,4,27
AGRA,RAKABGANJ,2016,5,38
AGRA,RAKABGANJ,2016,6,36
AGRA,RAKABGANJ,2016,7,23
AGRA,RAKABGANJ,2016,8,43
AGRA,RAKABGANJ,2016,9,33
AGRA,RAKABGANJ,2016,10,37
AGRA,RAKABGANJ,2016,11,13
AGRA,RAKABGANJ,2016,12,20
AGRA,RAKABGANJ,2017,1,22
AGRA,RAKABGANJ,2017,2,15
AGRA,RAKABGANJ,2017,3,24
AGRA,RAKABGANJ,2017,4,25
AGRA,RAKABGANJ,2017,5,56
AGRA,RAKABGANJ,2017,6,36
AGRA,RAKABGANJ,2017,7,44
AGRA,RAKABGANJ,2017,8,37
AGRA,RAKABGANJ,2017,9,45
AGRA,RAKABGANJ,2017,10,48
AGRA,RAKABGANJ,2017,11,49
AGRA,RAKABGANJ,2017,12,47
AGRA,RAKABGANJ,2018,1,45
AGRA,RAKABGANJ,2018,2,26
AGRA,RAKABGANJ,2018,3,39
AGRA,RAKABGANJ,2018,4,41
AGRA,RAKABGANJ,2018,5,24
AGRA,RAKABGANJ,2018,6,42
AGRA,RAKABGANJ,2018,7,40
AGRA,RAKABGANJ,2018,8,46
AGRA,RAKABGANJ,2018,9,26
AGRA,RAKABGANJ,2018,10,22
AGRA,RAKABGANJ,2018,11,34
AGRA,RAKABGANJ,2018,12,20
AGRA,SADAR BAZAR,2016,1,77
AGRA,SADAR BAZAR,2016,2,87
AGRA,SADAR BAZAR,2016,3,81
AGRA,SADAR BAZAR,2016,4,81
AGRA,SADAR BAZAR,2016,5,111
AGRA,SADAR BAZAR,2016,6,96
AGRA,SADAR BAZAR,2016,7,83
AGRA,SADAR BAZAR,2016,8,125
AGRA,SADAR BAZAR,2016,9,95
AGRA,SADAR BAZAR,2016,10,126
AGRA,SADAR BAZAR,2016,11,110
AGRA,SADAR BAZAR,2016,12,102
AGRA,SADAR BAZAR,2017,1,71
AGRA,SADAR BAZAR,2017,2,52
AGRA,SADAR BAZAR,2017,3,68
AGRA,SADAR BAZAR,2017,4,54
AGRA,SADAR BAZAR,2017,5,71
AGRA,SADAR BAZAR,2017,6,101
AGRA,SADAR BAZAR,2017,7,108
AGRA,SADAR BAZAR,2017,8,101
AGRA,SADAR BAZAR,2017,9,82
AGRA,SADAR BAZAR,2017,10,89
AGRA,SADAR BAZAR,2017,11,95
AGRA,SADAR BAZAR,2017,12,84
