district,ps,reg_year,reg_month,count
KANPUR CITY,KALYANPUR,2016,1,85
KANPUR CITY,KALYANPUR,2016,2,106
KANPUR CITY,KALYANPUR,2016,3,116
KANPUR CITY,KALYANPUR,2016,4,79
KANPUR CITY,KALYANPUR,2016,5,96
KANPUR CITY,KALYANPUR,2016,6,129
KANPUR CITY,KALYANPUR,2016,7,88
KANPUR CITY,KALYANPUR,2016,8,114
KANPUR CITY,KALYANPUR,2016,9,106
KANPUR CITY,KALYANPUR,2016,10,100
KANPUR CITY,KALYANPUR,2016,11,105
KANPUR CITY,KALYANPUR,2016,12,71
KANPUR CITY,KALYANPUR,2017,1,84
KANPUR CITY,KALYANPUR,2017,2,58
KANPUR CITY,KALYANPUR,2017,3,113
KANPUR CITY,KALYANPUR,2017,4,120
KANPUR CITY,KALYANPUR,2017,5,147
KANPUR CITY,KALYANPUR,2017,6,146
KANPUR CITY,KALYANPUR,2017,7,101
KANPUR CITY,KALYANPUR,2017,8,131
KANPUR CITY,KALYANPUR,2017,9,134
KANPUR CITY,KALYANPUR,2017,10,104
KANPUR CITY,KALYANPUR,2017,11,103
KANPUR CITY,KALYANPUR,2017,12,119
KANPUR CITY,KALYANPUR,2018,1,112
KANPUR CITY,KALYANPUR,2018,2,139
KANPUR CITY,KALYANPUR,2018,3,127
KANPUR CITY,KALYANPUR,2018,4,118
KANPUR CITY,KALYANPUR,2018,5,110
KANPUR CITY,KALYANPUR,2018,6,158
KANPUR CITY,KALYANPUR,2018,7,117
KANPUR CITY,KALYANPUR,2018,8,110
KANPUR CITY,KALYANPUR,2018,9,132
KANPUR CITY,KALYANPUR,2018,10,104
KANPUR CITY,KALYANPUR,2018,11,119
KANPUR CITY,KALYANPUR,2018,12,135
KANPUR CITY,KIDWAI NAGAR,2016,1,23
KANPUR CITY,KIDWAI NAGAR,2016,2,19
KANPUR CITY,KIDWAI NAGAR,2016,3,37
KANPUR CITY,KIDWAI NAGAR,2016,4,52
KANPUR CITY,KIDWAI NAGAR,2016,5,17
KANPUR CITY,KIDWAI NAGAR,2016,6,22
KANPUR CITY,KIDWAI NAGAR,2016,7,17
KANPUR CITY,KIDWAI NAGAR,2016,8,19
KANPUR CITY,KIDWAI NAGAR,2016,9,31
KANPUR CITY,KIDWAI NAGAR,2016,10,31
KANPUR CITY,KIDWAI NAGAR,2016,11,20
KANPUR CITY,KIDWAI NAGAR,2016,12,23
KANPUR CITY,KIDWAI NAGAR,2017,1,26
KANPUR CITY,KIDWAI NAGAR,2017,2,17
KANPUR CITY,KIDWAI NAGAR,2017,3,32
KANPUR CITY,KIDWAI NAGAR,2017,4,24
KANPUR CITY,KIDWAI NAGAR,2017,5,37
KANPUR CITY,KIDWAI NAGAR,2017,6,31
KANPUR CITY,KIDWAI NAGAR,2017,7,33
KANPUR CITY,KIDWAI NAGAR,2017,8,19
KANPUR CITY,KIDWAI NAGAR,2017,9,23
KANPUR CITY,KIDWAI NAGAR,2017,10,35
KANPUR CITY,KIDWAI NAGAR,2017,11,29
KANPUR CITY,KIDWAI NAGAR,2017,12,22
KANPUR CITY,KIDWAI NAGAR,2018,1,18
KANPUR CITY,KIDWAI NAGAR,2018,2,18
KANPUR CITY,KIDWAI NAGAR,2018,3,27
KANPUR CITY,KIDWAI NAGAR,2018,4,30
KANPUR CITY,KIDWAI NAGAR,2018,5,24
KANPUR CITY,KIDWAI NAGAR,2018,6,29
KANPUR CITY,KIDWAI NAGAR,2018,7,27
KANPUR CITY,KIDWAI NAGAR,2018,8,18
KANPUR CITY,KIDWAI NAGAR,2018,9,26
KANPUR CITY,KIDWAI NAGAR,2018,10,36
KANPUR CITY,KIDWAI NAGAR,2018,11,32
KANPUR CITY,KIDWAI NAGAR,2018,12,17
KANPUR CITY,KOHNA,2016,1,7
KANPUR CITY,KOHNA,2016,2,12
KANPUR CITY,KOHNA,2016,3,12
KANPUR CITY,KOHNA,2016,4,2
KANPUR CITY,KOHNA,2016,5,10
KANPUR CITY,KOHNA,2016,6,14
KANPUR CITY,KOHNA,2016,7,8
KANPUR CITY,KOHNA,2016,8,10
KANPUR CITY,KOHNA,2016,9,21
KANPUR CITY,KOHNA,2016,10,14
KANPUR CITY,KOHNA,2016,11,10
KANPUR CITY,KOHNA,2016,12,7
KANPUR CITY,KOHNA,2017,1,5
KANPUR CITY,KOHNA,2017,2,7
KANPUR CITY,KOHNA,2017,3,6
KANPUR CITY,KOHNA,2017,4,3
KANPUR CITY,KOHNA,2017,5,9
KANPUR CITY,KOHNA,2017,6,4
KANPUR CITY,KOHNA,2017,7,10
KANPUR CITY,KOHNA,2017,8,21
KANPUR CITY,KOHNA,2017,9,38
KANPUR CITY,KOHNA,2017,10,27
KANPUR CITY,KOHNA,2017,11,13
KANPUR CITY,KOHNA,2017,12,12
KANPUR CITY,KOHNA,2018,1,11
KANPUR CITY,KOHNA,2018,2,18
KANPUR CITY,KOHNA,2018,3,5
KANPUR CITY,KOHNA,2018,4,3
KANPUR CITY,KOHNA,2018,5,6
KANPUR CITY,KOHNA,2018,6,3
KANPUR CITY,KOHNA,2018,7,17
KANPUR CITY,KOHNA,2018,8,8
KANPUR CITY,KOHNA,2018,9,15
KANPUR CITY,KOHNA,2018,10,13
KANPUR CITY,KOHNA,2018,11,15
KANPUR CITY,KOHNA,2018,12,18
KANPUR CITY,KOTWALI,2016,1,57
KANPUR CITY,KOTWALI,2016,2,22
KANPUR CITY,KOTWALI,2016,3,24
KANPUR CITY,KOTWALI,2016,4,16
KANPUR CITY,KOTWALI,2016,5,26
KANPUR CITY,KOTWALI,2016,6,30
KANPUR CITY,KOTWALI,2016,7,25
KANPUR CITY,KOTWALI,2016,8,37
KANPUR CITY,KOTWALI,2016,9,33
KANPUR CITY,KOTWALI,2016,10,24
KANPUR CITY,KOTWALI,2016,11,25
KANPUR CITY,KOTWALI,2016,12,17
KANPUR CITY,KOTWALI,2017,1,23
KANPUR CITY,KOTWALI,2017,2,15
KANPUR CITY,KOTWALI,2017,3,32
KANPUR CITY,KOTWALI,2017,4,21
KANPUR CITY,KOTWALI,2017,5,19
KANPUR CITY,KOTWALI,2017,6,42
KANPUR CITY,KOTWALI,2017,7,26
KANPUR CITY,KOTWALI,2017,8,35
KANPUR CITY,KOTWALI,2017,9,25
KANPUR CITY,KOTWALI,2017,10,32
KANPUR CITY,KOTWALI,2017,11,33
KANPUR CITY,KOTWALI,2017,12,18
KANPUR CITY,KOTWALI,2018,1,25
KANPUR CITY,KOTWALI,2018,2,23
KANPUR CITY,KOTWALI,2018,3,35
KANPUR CITY,KOTWALI,2018,4,36
KANPUR CITY,KOTWALI,2018,5,34
KANPUR CITY,KOTWALI,2018,6,43
KANPUR CITY,KOTWALI,2018,7,26
KANPUR CITY,KOTWALI,2018,8,46
KANPUR CITY,KOTWALI,2018,9,25
KANPUR CITY,KOTWALI,2018,10,40
KANPUR CITY,KOTWALI,2018,11,41
KANPUR CITY,KOTWALI,2018,12,23
KANPUR CITY,MAHARAJPUR,2016,1,23
KANPUR CITY,MAHARAJPUR,2016,2,18
KANPUR CITY,MAHARAJPUR,2016,3,21
KANPUR CITY,MAHARAJPUR,2016,4,22
KANPUR CITY,MAHARAJPUR,2016,5,25
KANPUR CITY,MAHARAJPUR,2016,6,33
KANPUR CITY,MAHARAJPUR,2016,7,36
KANPUR CITY,MAHARAJPUR,2016,8,21
KANPUR CITY,MAHARAJPUR,2016,9,30
KANPUR CITY,MAHARAJPUR,2016,10,28
KANPUR CITY,MAHARAJPUR,2016,11,28
KANPUR CITY,MAHARAJPUR,2016,12,28
KANPUR CITY,MAHARAJPUR,2017,1,24
KANPUR CITY,MAHARAJPUR,2017,2,23
KANPUR CITY,MAHARAJPUR,2017,3,22
KANPUR CITY,MAHARAJPUR,2017,4,37
KANPUR CITY,MAHARAJPUR,2017,5,24
KANPUR CITY,MAHARAJPUR,2017,6,37
KANPUR CITY,MAHARAJPUR,2017,7,32
KANPUR CITY,MAHARAJPUR,2017,8,40
KANPUR CITY,MAHARAJPUR,2017,9,45
KANPUR CITY,MAHARAJPUR,2017,10,51
KANPUR CITY,MAHARAJPUR,2017,11,37
KANPUR CITY,MAHARAJPUR,2017,12,29
KANPUR CITY,MAHARAJPUR,2018,1,51
KANPUR CITY,MAHARAJPUR,2018,2,35
KANPUR CITY,MAHARAJPUR,2018,3,46
KANPUR CITY,MAHARAJPUR,2018,4,36
KANPUR CITY,MAHARAJPUR,2018,5,30
KANPUR CITY,MAHARAJPUR,2018,6,58
KANPUR CITY,MAHARAJPUR,2018,7,53
KANPUR CITY,MAHARAJPUR,2018,8,44
KANPUR CITY,MAHARAJPUR,2018,9,48
KANPUR CITY,MAHARAJPUR,2018,10,53
KANPUR CITY,MAHARAJPUR,2018,11,82
KANPUR CITY,MAHARAJPUR,2018,12,53
KANPUR CITY,MAHILA THANA,2016,1,2
KANPUR CITY,MAHILA THANA,2016,2,2
KANPUR CITY,MAHILA THANA,2016,3,3
KANPUR CITY,MAHILA THANA,2016,4,2
KANPUR CITY,MAHILA THANA,2016,5,0
KANPUR CITY,MAHILA THANA,2016,6,1
KANPUR CITY,MAHILA THANA,2016,7,1
KANPUR CITY,MAHILA THANA,2016,8,1
KANPUR CITY,MAHILA THANA,2016,9,4
KANPUR CITY,MAHILA THANA,2016,10,1
KANPUR CITY,MAHILA THANA,2016,11,7
KANPUR CITY,MAHILA THANA,2016,12,8
KANPUR CITY,MAHILA THANA,2017,1,6
KANPUR CITY,MAHILA THANA,2017,2,2
KANPUR CITY,MAHILA THANA,2017,3,8
KANPUR CITY,MAHILA THANA,2017,4,8
KANPUR CITY,MAHILA THANA,2017,5,19
KANPUR CITY,MAHILA THANA,2017,6,17
KANPUR CITY,MAHILA THANA,2017,7,9
KANPUR CITY,MAHILA THANA,2017,8,7
KANPUR CITY,MAHILA THANA,2017,9,7
KANPUR CITY,MAHILA THANA,2017,10,3
KANPUR CITY,MAHILA THANA,2017,11,5
KANPUR CITY,MAHILA THANA,2017,12,3
KANPUR CITY,MAHILA THANA,2018,1,10
KANPUR CITY,MAHILA THANA,2018,2,5
KANPUR CITY,MAHILA THANA,2018,3,8
KANPUR CITY,MAHILA THANA,2018,4,2
KANPUR CITY,MAHILA THANA,2018,5,6
KANPUR CITY,MAHILA THANA,2018,6,9
KANPUR CITY,MAHILA THANA,2018,7,5
KANPUR CITY,MAHILA THANA,2018,8,4
KANPUR CITY,MAHILA THANA,2018,9,5
KANPUR CITY,MAHILA THANA,2018,10,1
KANPUR CITY,MAHILA THANA,2018,11,2
KANPUR CITY,MAHILA THANA,2018,12,1
KANPUR CITY,MOOL GANJ,2016,1,4
KANPUR CITY,MOOL GANJ,2016,2,3
KANPUR CITY,MOOL GANJ,2016,3,4
KANPUR CITY,MOOL GANJ,2016,4,7
KANPUR CITY,MOOL GANJ,2016,5,3
KANPUR CITY,MOOL GANJ,2016,6,1
KANPUR CITY,MOOL GANJ,2016,7,4
KANPUR CITY,MOOL GANJ,2016,8,9
KANPUR CITY,MOOL GANJ,2016,9,3
KANPUR CITY,MOOL GANJ,2016,10,17
KANPUR CITY,MOOL GANJ,2016,11,2
KANPUR CITY,MOOL GANJ,2016,12,6
KANPUR CITY,MOOL GANJ,2017,1,4
KANPUR CITY,MOOL GANJ,2017,2,3
KANPUR CITY,MOOL GANJ,2017,3,10
KANPUR CITY,MOOL GANJ,2017,4,21
KANPUR CITY,MOOL GANJ,2017,5,3
KANPUR CITY,MOOL GANJ,2017,6,6
KANPUR CITY,MOOL GANJ,2017,7,11
KANPUR CITY,MOOL GANJ,2017,8,26
KANPUR CITY,MOOL GANJ,2017,9,11
KANPUR CITY,MOOL GANJ,2017,10,16
KANPUR CITY,MOOL GANJ,2017,11,14
KANPUR CITY,MOOL GANJ,2017,12,4
KANPUR CITY,MOOL GANJ,2018,1,7
KANPUR CITY,MOOL GANJ,2018,2,15
KANPUR CITY,MOOL GANJ,2018,3,11
KANPUR CITY,MOOL GANJ,2018,4,6
KANPUR CITY,MOOL GANJ,2018,5,7
KANPUR CITY,MOOL GANJ,2018,6,6
KANPUR CITY,MOOL GANJ,2018,7,17
KANPUR CITY,MOOL GANJ,2018,8,3
KANPUR CITY,MOOL GANJ,2018,9,2
KANPUR CITY,MOOL GANJ,2018,10,8
KANPUR CITY,MOOL GANJ,2018,11,13
KANPUR CITY,MOOL GANJ,2018,12,8
KANPUR CITY,NARWAL,2016,1,12
KANPUR CITY,NARWAL,2016,2,10
KANPUR CITY,NARWAL,2016,3,5
KANPUR CITY,NARWAL,2016,4,5
KANPUR CITY,NARWAL,2016,5,6
KANPUR CITY,NARWAL,2016,6,6
KANPUR CITY,NARWAL,2016,7,16
KANPUR CITY,NARWAL,2016,8,7
KANPUR CITY,NARWAL,2016,9,10
KANPUR CITY,NARWAL,2016,10,14
KANPUR CITY,NARWAL,2016,11,11
KANPUR CITY,NARWAL,2016,12,7
KANPUR CITY,NARWAL,2017,1,12
KANPUR CITY,NARWAL,2017,2,5
KANPUR CITY,NARWAL,2017,3,8
KANPUR CITY,NARWAL,2017,4,10
KANPUR CITY,NARWAL,2017,5,9
KANPUR CITY,NARWAL,2017,6,15
KANPUR CITY,NARWAL,2017,7,13
KANPUR CITY,NARWAL,2017,8,10
KANPUR CITY,NARWAL,2017,9,23
KANPUR CITY,NARWAL,2017,10,32
KANPUR CITY,NARWAL,2017,11,14
KANPUR CITY,NARWAL,2017,12,10
KANPUR CITY,NARWAL,2018,1,9
KANPUR CITY,NARWAL,2018,2,43
KANPUR CITY,NARWAL,2018,3,8
KANPUR CITY,NARWAL,2018,4,12
KANPUR CITY,NARWAL,2018,5,32
KANPUR CITY,NARWAL,2018,6,13
KANPUR CITY,NARWAL,2018,7,33
KANPUR CITY,NARWAL,2018,8,32
KANPUR CITY,NARWAL,2018,9,10
KANPUR CITY,NARWAL,2018,10,17
KANPUR CITY,NARWAL,2018,11,24
KANPUR CITY,NARWAL,2018,12,15
KANPUR CITY,NAUBASTA,2016,1,43
KANPUR CITY,NAUBASTA,2016,2,69
KANPUR CITY,NAUBASTA,2016,3,67
KANPUR CITY,NAUBASTA,2016,4,71
KANPUR CITY,NAUBASTA,2016,5,55
KANPUR CITY,NAUBASTA,2016,6,47
KANPUR CITY,NAUBASTA,2016,7,61
KANPUR CITY,NAUBASTA,2016,8,60
KANPUR CITY,NAUBASTA,2016,9,59
KANPUR CITY,NAUBASTA,2016,10,74
KANPUR CITY,NAUBASTA,2016,11,74
KANPUR CITY,NAUBASTA,2016,12,58
KANPUR CITY,NAUBASTA,2017,1,86
KANPUR CITY,NAUBASTA,2017,2,45
KANPUR CITY,NAUBASTA,2017,3,74
KANPUR CITY,NAUBASTA,2017,4,102
KANPUR CITY,NAUBASTA,2017,5,99
KANPUR CITY,NAUBASTA,2017,6,80
KANPUR CITY,NAUBASTA,2017,7,84
KANPUR CITY,NAUBASTA,2017,8,99
KANPUR CITY,NAUBASTA,2017,9,99
KANPUR CITY,NAUBASTA,2017,10,82
KANPUR CITY,NAUBASTA,2017,11,108
KANPUR CITY,NAUBASTA,2017,12,90
KANPUR CITY,NAUBASTA,2018,1,84
KANPUR CITY,NAUBASTA,2018,2,63
KANPUR CITY,NAUBASTA,2018,3,97
KANPUR CITY,NAUBASTA,2018,4,92
KANPUR CITY,NAUBASTA,2018,5,102
KANPUR CITY,NAUBASTA,2018,6,132
KANPUR CITY,NAUBASTA,2018,7,124
KANPUR CITY,NAUBASTA,2018,8,86
KANPUR CITY,NAUBASTA,2018,9,103
KANPUR CITY,NAUBASTA,2018,10,112
KANPUR CITY,NAUBASTA,2018,11,114
KANPUR CITY,NAUBASTA,2018,12,153
KANPUR CITY,NAWABGANJ,2016,1,31
KANPUR CITY,NAWABGANJ,2016,2,22
KANPUR CITY,NAWABGANJ,2016,3,27
KANPUR CITY,NAWABGANJ,2016,4,18
KANPUR CITY,NAWABGANJ,2016,5,17
KANPUR CITY,NAWABGANJ,2016,6,27
KANPUR CITY,NAWABGANJ,2016,7,30
KANPUR CITY,NAWABGANJ,2016,8,14
KANPUR CITY,NAWABGANJ,2016,9,12
KANPUR CITY,NAWABGANJ,2016,10,20
KANPUR CITY,NAWABGANJ,2016,11,16
KANPUR CITY,NAWABGANJ,2016,12,15
KANPUR CITY,NAWABGANJ,2017,1,15
KANPUR CITY,NAWABGANJ,2017,2,14
KANPUR CITY,NAWABGANJ,2017,3,16
KANPUR CITY,NAWABGANJ,2017,4,20
KANPUR CITY,NAWABGANJ,2017,5,27
KANPUR CITY,NAWABGANJ,2017,6,16
KANPUR CITY,NAWABGANJ,2017,7,18
KANPUR CITY,NAWABGANJ,2017,8,24
KANPUR CITY,NAWABGANJ,2017,9,40
KANPUR CITY,NAWABGANJ,2017,10,37
KANPUR CITY,NAWABGANJ,2017,11,36
KANPUR CITY,NAWABGANJ,2017,12,20
KANPUR CITY,NAWABGANJ,2018,1,20
KANPUR CITY,NAWABGANJ,2018,2,16
KANPUR CITY,NAWABGANJ,2018,3,23
KANPUR CITY,NAWABGANJ,2018,4,25
KANPUR CITY,NAWABGANJ,2018,5,26
KANPUR CITY,NAWABGANJ,2018,6,26
KANPUR CITY,NAWABGANJ,2018,7,22
KANPUR CITY,NAWABGANJ,2018,8,26
KANPUR CITY,NAWABGANJ,2018,9,17
KANPUR CITY,NAWABGANJ,2018,10,28
KANPUR CITY,NAWABGANJ,2018,11,16
KANPUR CITY,NAWABGANJ,2018,12,38
KANPUR CITY,NAZIRABAD,2016,1,24
KANPUR CITY,NAZIRABAD,2016,2,9
KANPUR CITY,NAZIRABAD,2016,3,19
KANPUR CITY,NAZIRABAD,2016,4,12
KANPUR CITY,NAZIRABAD,2016,5,20
KANPUR CITY,NAZIRABAD,2016,6,12
KANPUR CITY,NAZIRABAD,2016,7,16
KANPUR CITY,NAZIRABAD,2016,8,16
KANPUR CITY,NAZIRABAD,2016,9,18
KANPUR CITY,NAZIRABAD,2016,10,11
KANPUR CITY,NAZIRABAD,2016,11,21
KANPUR CITY,NAZIRABAD,2016,12,9
KANPUR CITY,NAZIRABAD,2017,1,15
KANPUR CITY,NAZIRABAD,2017,2,17
KANPUR CITY,NAZIRABAD,2017,3,13
KANPUR CITY,NAZIRABAD,2017,4,14
KANPUR CITY,NAZIRABAD,2017,5,10
KANPUR CITY,NAZIRABAD,2017,6,23
KANPUR CITY,NAZIRABAD,2017,7,23
KANPUR CITY,NAZIRABAD,2017,8,19
KANPUR CITY,NAZIRABAD,2017,9,30
KANPUR CITY,NAZIRABAD,2017,10,21
KANPUR CITY,NAZIRABAD,2017,11,37
KANPUR CITY,NAZIRABAD,2017,12,26
KANPUR CITY,NAZIRABAD,2018,1,19
KANPUR CITY,NAZIRABAD,2018,2,23
KANPUR CITY,NAZIRABAD,2018,3,38
KANPUR CITY,NAZIRABAD,2018,4,26
KANPUR CITY,NAZIRABAD,2018,5,21
KANPUR CITY,NAZIRABAD,2018,6,26
KANPUR CITY,NAZIRABAD,2018,7,30
KANPUR CITY,NAZIRABAD,2018,8,14
KANPUR CITY,NAZIRABAD,2018,9,22
KANPUR CITY,NAZIRABAD,2018,10,28
KANPUR CITY,NAZIRABAD,2018,11,13
KANPUR CITY,NAZIRABAD,2018,12,13
KANPUR CITY,PANKI,2016,1,36
KANPUR CITY,PANKI,2016,2,29
KANPUR CITY,PANKI,2016,3,45
KANPUR CITY,PANKI,2016,4,29
KANPUR CITY,PANKI,2016,5,32
KANPUR CITY,PANKI,2016,6,40
KANPUR CITY,PANKI,2016,7,34
KANPUR CITY,PANKI,2016,8,42
KANPUR CITY,PANKI,2016,9,32
KANPUR CITY,PANKI,2016,10,61
KANPUR CITY,PANKI,2016,11,37
KANPUR CITY,PANKI,2016,12,41
KANPUR CITY,PANKI,2017,1,38
KANPUR CITY,PANKI,2017,2,28
KANPUR CITY,PANKI,2017,3,40
KANPUR CITY,PANKI,2017,4,46
KANPUR CITY,PANKI,2017,5,57
KANPUR CITY,PANKI,2017,6,62
KANPUR CITY,PANKI,2017,7,46
KANPUR CITY,PANKI,2017,8,73
KANPUR CITY,PANKI,2017,9,56
KANPUR CITY,PANKI,2017,10,76
KANPUR CITY,PANKI,2017,11,52
KANPUR CITY,PANKI,2017,12,39
KANPUR CITY,PANKI,2018,1,45
KANPUR CITY,PANKI,2018,2,38
KANPUR CITY,PANKI,2018,3,58
KANPUR CITY,PANKI,2018,4,54
KANPUR CITY,PANKI,2018,5,38
KANPUR CITY,PANKI,2018,6,64
KANPUR CITY,PANKI,2018,7,47
KANPUR CITY,PANKI,2018,8,40
KANPUR CITY,PANKI,2018,9,46
KANPUR CITY,PANKI,2018,10,56
KANPUR CITY,PANKI,2018,11,43
KANPUR CITY,PANKI,2018,12,42
KANPUR CITY,RAILBAZAR,2016,1,18
KANPUR CITY,RAILBAZAR,2016,2,17
KANPUR CITY,RAILBAZAR,2016,3,27
KANPUR CITY,RAILBAZAR,2016,4,10
KANPUR CITY,RAILBAZAR,2016,5,46
KANPUR CITY,RAILBAZAR,2016,6,13
KANPUR CITY,RAILBAZAR,2016,7,11
KANPUR CITY,RAILBAZAR,2016,8,16
KANPUR CITY,RAILBAZAR,2016,9,16
KANPUR CITY,RAILBAZAR,2016,10,15
KANPUR CITY,RAILBAZAR,2016,11,9
KANPUR CITY,RAILBAZAR,2016,12,9
KANPUR CITY,RAILBAZAR,2017,1,8
KANPUR CITY,RAILBAZAR,2017,2,10
KANPUR CITY,RAILBAZAR,2017,3,25
KANPUR CITY,RAILBAZAR,2017,4,19
KANPUR CITY,RAILBAZAR,2017,5,14
KANPUR CITY,RAILBAZAR,2017,6,21
KANPUR CITY,RAILBAZAR,2017,7,13
KANPUR CITY,RAILBAZAR,2017,8,51
KANPUR CITY,RAILBAZAR,2017,9,35
KANPUR CITY,RAILBAZAR,2017,10,40
KANPUR CITY,RAILBAZAR,2017,11,24
KANPUR CITY,RAILBAZAR,2017,12,45
KANPUR CITY,RAILBAZAR,2018,1,14
KANPUR CITY,RAILBAZAR,2018,2,20
KANPUR CITY,RAILBAZAR,2018,3,25
KANPUR CITY,RAILBAZAR,2018,4,42
KANPUR CITY,RAILBAZAR,2018,5,52
KANPUR CITY,RAILBAZAR,2018,6,14
KANPUR CITY,RAILBAZAR,2018,7,21
KANPUR CITY,RAILBAZAR,2018,8,22
KANPUR CITY,RAILBAZAR,2018,9,14
KANPUR CITY,RAILBAZAR,2018,10,26
KANPUR CITY,RAILBAZAR,2018,11,20
KANPUR CITY,RAILBAZAR,2018,12,34
KANPUR CITY,RAIPURWA,2016,1,14
KANPUR CITY,RAIPURWA,2016,2,23
KANPUR CITY,RAIPURWA,2016,3,21
KANPUR CITY,RAIPURWA,2016,4,21
KANPUR CITY,RAIPURWA,2016,5,7
KANPUR CITY,RAIPURWA,2016,6,3
KANPUR CITY,RAIPURWA,2016,7,7
KANPUR CITY,RAIPURWA,2016,8,13
KANPUR CITY,RAIPURWA,2016,9,5
KANPUR CITY,RAIPURWA,2016,10,2
KANPUR CITY,RAIPURWA,2016,11,7
KANPUR CITY,RAIPURWA,2016,12,9
KANPUR CITY,RAIPURWA,2017,1,12
KANPUR CITY,RAIPURWA,2017,2,13
KANPUR CITY,RAIPURWA,2017,3,6
KANPUR CITY,RAIPURWA,2017,4,7
KANPUR CITY,RAIPURWA,2017,5,14
KANPUR CITY,RAIPURWA,2017,6,13
KANPUR CITY,RAIPURWA,2017,7,19
KANPUR CITY,RAIPURWA,2017,8,10
KANPUR CITY,RAIPURWA,2017,9,20
KANPUR CITY,RAIPURWA,2017,10,24
KANPUR CITY,RAIPURWA,2017,11,14
KANPUR CITY,RAIPURWA,2017,12,11
KANPUR CITY,RAIPURWA,2018,1,27
KANPUR CITY,RAIPURWA,2018,2,35
KANPUR CITY,RAIPURWA,2018,3,12
KANPUR CITY,RAIPURWA,2018,4,17
KANPUR CITY,RAIPURWA,2018,5,23
KANPUR CITY,RAIPURWA,2018,6,25
KANPUR CITY,RAIPURWA,2018,7,25
KANPUR CITY,RAIPURWA,2018,8,25
KANPUR CITY,RAIPURWA,2018,9,22
KANPUR CITY,RAIPURWA,2018,10,14
KANPUR CITY,RAIPURWA,2018,11,22
KANPUR CITY,RAIPURWA,2018,12,17
KANPUR CITY,SACHENDI,2016,1,32
KANPUR CITY,SACHENDI,2016,2,24
KANPUR CITY,SACHENDI,2016,3,37
KANPUR CITY,SACHENDI,2016,4,29
KANPUR CITY,SACHENDI,2016,5,36
KANPUR CITY,SACHENDI,2016,6,35
KANPUR CITY,SACHENDI,2016,7,40
KANPUR CITY,SACHENDI,2016,8,27
KANPUR CITY,SACHENDI,2016,9,18
KANPUR CITY,SACHENDI,2016,10,43
KANPUR CITY,SACHENDI,2016,11,22
KANPUR CITY,SACHENDI,2016,12,26
KANPUR CITY,SACHENDI,2017,1,30
KANPUR CITY,SACHENDI,2017,2,17
KANPUR CITY,SACHENDI,2017,3,39
KANPUR CITY,SACHENDI,2017,4,29
KANPUR CITY,SACHENDI,2017,5,34
KANPUR CITY,SACHENDI,2017,6,29
KANPUR CITY,SACHENDI,2017,7,48
KANPUR CITY,SACHENDI,2017,8,17
KANPUR CITY,SACHENDI,2017,9,36
KANPUR CITY,SACHENDI,2017,10,49
KANPUR CITY,SACHENDI,2017,11,27
KANPUR CITY,SACHENDI,2017,12,36
KANPUR CITY,SACHENDI,2018,1,31
KANPUR CITY,SACHENDI,2018,2,36
KANPUR CITY,SACHENDI,2018,3,34
KANPUR CITY,SACHENDI,2018,4,34
KANPUR CITY,SACHENDI,2018,5,43
KANPUR CITY,SACHENDI,2018,6,29
KANPUR CITY,SACHENDI,2018,7,39
KANPUR CITY,SACHENDI,2018,8,36
KANPUR CITY,SACHENDI,2018,9,19
KANPUR CITY,SACHENDI,2018,10,22
KANPUR CITY,SACHENDI,2018,11,31
KANPUR CITY,SACHENDI,2018,12,43
KANPUR CITY,SAJETI,2016,1,20
KANPUR CITY,SAJETI,2016,2,18
KANPUR CITY,SAJETI,2016,3,8
KANPUR CITY,SAJETI,2016,4,13
KANPUR CITY,SAJETI,2016,5,8
KANPUR CITY,SAJETI,2016,6,17
KANPUR CITY,SAJETI,2016,7,12
KANPUR CITY,SAJETI,2016,8,17
KANPUR CITY,SAJETI,2016,9,15
KANPUR CITY,SAJETI,2016,10,12
KANPUR CITY,SAJETI,2016,11,28
KANPUR CITY,SAJETI,2016,12,25
KANPUR CITY,SAJETI,2017,1,19
KANPUR CITY,SAJETI,2017,2,12
KANPUR CITY,SAJETI,2017,3,15
KANPUR CITY,SAJETI,2017,4,12
KANPUR CITY,SAJETI,2017,5,20
KANPUR CITY,SAJETI,2017,6,28
KANPUR CITY,SAJETI,2017,7,27
KANPUR CITY,SAJETI,2017,8,33
KANPUR CITY,SAJETI,2017,9,9
KANPUR CITY,SAJETI,2017,10,24
KANPUR CITY,SAJETI,2017,11,20
KANPUR CITY,SAJETI,2017,12,28
KANPUR CITY,SAJETI,2018,1,20
KANPUR CITY,SAJETI,2018,2,29
KANPUR CITY,SAJETI,2018,3,20
KANPUR CITY,SAJETI,2018,4,36
KANPUR CITY,SAJETI,2018,5,22
KANPUR CITY,SAJETI,2018,6,45
KANPUR CITY,SAJETI,2018,7,20
KANPUR CITY,SAJETI,2018,8,24
KANPUR CITY,SAJETI,2018,9,14
KANPUR CITY,SAJETI,2018,10,17
KANPUR CITY,SAJETI,2018,11,20
KANPUR CITY,SAJETI,2018,12,24
KANPUR CITY,SHIVRAJPUR,2016,1,13
KANPUR CITY,SHIVRAJPUR,2016,2,8
KANPUR CITY,SHIVRAJPUR,2016,3,18
KANPUR CITY,SHIVRAJPUR,2016,4,11
KANPUR CITY,SHIVRAJPUR,2016,5,21
